,store_nm,store_id,store_addr_line2_txt,store_city_nm,store_state_id,store_zip5_id,upc_id,upc_dsc,category_nm,hi
177354,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,4650077377,GLADE CANDLE COZY CIDER SIPPING,AIR CARE,[AIR CARE] Please locate the GLADE CANDLE COZY CIDER SIPPING (UPC: 4650077377) in the AIR CARE aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177355,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,4650077384,GLADE CANDLE CANDY SPRINKLING JOY,AIR CARE,[AIR CARE] Please locate the GLADE CANDLE CANDY SPRINKLING JOY (UPC: 4650077384) in the AIR CARE aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177356,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,4650077402,GLADE CANDLE TREE LIGHTING WONDER,AIR CARE,[AIR CARE] Please locate the GLADE CANDLE TREE LIGHTING WONDER (UPC: 4650077402) in the AIR CARE aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177357,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,4650077485,GLADE PISO COZY AUTM REFILL & WRMR,AIR CARE,[AIR CARE] Please locate the GLADE PISO COZY AUTM REFILL & WRMR (UPC: 4650077485) in the AIR CARE aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177358,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,4650077486,GLADE PISO TREE LIGHTING WONDER RFL PLUS,AIR CARE,[AIR CARE] Please locate the GLADE PISO TREE LIGHTING WONDER RFL PLUS (UPC: 4650077486) in the AIR CARE aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177336,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,4175500219,LANGERS PINEAPPLE ORANGE COCONUT,ALL FAMILY JUICES & DRINKS,[ALL FAMILY JUICES & DRINKS] Please locate the LANGERS PINEAPPLE ORANGE COCONUT (UPC: 4175500219) in the ALL FAMILY JUICES & DRINKS aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177686,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,48402001002,APPLES ENVY,APPLES,[APPLES] Please locate the APPLES ENVY (UPC: 48402001002) in the APPLES aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177687,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,48402018701,APPLES PINATA,APPLES,[APPLES] Please locate the APPLES PINATA (UPC: 48402018701) in the APPLES aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177798,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,81233301174,APPLES HONEYCRISP 2LB BAG,APPLES,[APPLES] Please locate the APPLES HONEYCRISP 2LB BAG (UPC: 81233301174) in the APPLES aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177410,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,7166208197,CRAYOLOA SILLY SCENTS,ART & CRAFT SUPPLIES,[ART & CRAFT SUPPLIES] Please locate the CRAYOLOA SILLY SCENTS (UPC: 7166208197) in the ART & CRAFT SUPPLIES aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177211,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,1115243690,UHA MIKAK CANDY PUCHAO MIX FRUIT,ASIAN FOODS,[ASIAN FOODS] Please locate the UHA MIKAK CANDY PUCHAO MIX FRUIT (UPC: 1115243690) in the ASIAN FOODS aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177721,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,64843610069,PALDO KOKOMEN RAMEN RAMILY PACK,ASIAN FOODS,[ASIAN FOODS] Please locate the PALDO KOKOMEN RAMEN RAMILY PACK (UPC: 64843610069) in the ASIAN FOODS aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177872,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,85340400268,HODO TOFU NUGGETS 5 SPICE ORG,ASIAN HEALTHY,[ASIAN HEALTHY] Please locate the HODO TOFU NUGGETS 5 SPICE ORG (UPC: 85340400268) in the ASIAN HEALTHY aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177873,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,85340400269,HODO NUGGETS THAI CURRY ORG,ASIAN HEALTHY,[ASIAN HEALTHY] Please locate the HODO NUGGETS THAI CURRY ORG (UPC: 85340400269) in the ASIAN HEALTHY aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177874,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,85340400294,HODO TOFU SICHUAN MAPO ORG,ASIAN HEALTHY,[ASIAN HEALTHY] Please locate the HODO TOFU SICHUAN MAPO ORG (UPC: 85340400294) in the ASIAN HEALTHY aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177934,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,89256500221,MARUKOME ALL NATURAL MISO,ASIAN HEALTHY,[ASIAN HEALTHY] Please locate the MARUKOME ALL NATURAL MISO (UPC: 89256500221) in the ASIAN HEALTHY aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177756,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,72881719960,GEKKEIKAN SAKE BLACK & GOLD,ASIAN WINE,[ASIAN WINE] Please locate the GEKKEIKAN SAKE BLACK & GOLD (UPC: 72881719960) in the ASIAN WINE aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177230,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,1410004208,PEP FARM MILANO CANDY CANE,AT HOME COOKIES,[AT HOME COOKIES] Please locate the PEP FARM MILANO CANDY CANE (UPC: 1410004208) in the AT HOME COOKIES aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177309,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,3068479065,MI-DEL GINGER SNAPS,AT HOME COOKIES,[AT HOME COOKIES] Please locate the MI-DEL GINGER SNAPS (UPC: 3068479065) in the AT HOME COOKIES aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177376,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,5565311140,DARE COOKIE PUMPKN SPC CREME,AT HOME COOKIES,[AT HOME COOKIES] Please locate the DARE COOKIE PUMPKN SPC CREME (UPC: 5565311140) in the AT HOME COOKIES aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177752,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,71174701024,SHEILA G BROWNIE BRITTLE CHOCOLATE CHIP,AT HOME COOKIES,[AT HOME COOKIES] Please locate the SHEILA G BROWNIE BRITTLE CHOCOLATE CHIP (UPC: 71174701024) in the AT HOME COOKIES aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177753,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,71174701038,SHEILA G BROWNIE BRITTLE SALTED CARAMEL,AT HOME COOKIES,[AT HOME COOKIES] Please locate the SHEILA G BROWNIE BRITTLE SALTED CARAMEL (UPC: 71174701038) in the AT HOME COOKIES aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177790,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,81029100183,TATES COOKIE OATML CRNBRY CHOC CHIP,AT HOME COOKIES,[AT HOME COOKIES] Please locate the TATES COOKIE OATML CRNBRY CHOC CHIP (UPC: 81029100183) in the AT HOME COOKIES aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177231,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,1410004845,GOLDFISH CHEDDAR MULTIPACK,AT HOME CRACKERS,[AT HOME CRACKERS] Please locate the GOLDFISH CHEDDAR MULTIPACK (UPC: 1410004845) in the AT HOME CRACKERS aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177335,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,4157013001,BLUE DIAMOND NUT THIN MINI S SLT LS GF,AT HOME CRACKERS,[AT HOME CRACKERS] Please locate the BLUE DIAMOND NUT THIN MINI S SLT LS GF (UPC: 4157013001) in the AT HOME CRACKERS aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177385,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,6805568850,DARE CRACKERS BRETON RSTD GRLC,AT HOME CRACKERS,[AT HOME CRACKERS] Please locate the DARE CRACKERS BRETON RSTD GRLC (UPC: 6805568850) in the AT HOME CRACKERS aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177877,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,85366500511,MARYS GONE CRACKERS BASIL & GRLC ORG,AT HOME CRACKERS,[AT HOME CRACKERS] Please locate the MARYS GONE CRACKERS BASIL & GRLC ORG (UPC: 85366500511) in the AT HOME CRACKERS aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177891,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,85606900526,SIMPLE MI CRACKERS ORGNL SPRTD SEED,AT HOME CRACKERS,[AT HOME CRACKERS] Please locate the SIMPLE MI CRACKERS ORGNL SPRTD SEED (UPC: 85606900526) in the AT HOME CRACKERS aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177412,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,7223930302,DR. BROWN PINK 8 OZ BOTTLE,BABY ACCESSORIES,[BABY ACCESSORIES] Please locate the DR. BROWN PINK 8 OZ BOTTLE (UPC: 7223930302) in the BABY ACCESSORIES aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177235,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,1500007422,GERBER 2ND FD MANGO BAN SQUSH ACEROLA,BABY FOOD,[BABY FOOD] Please locate the GERBER 2ND FD MANGO BAN SQUSH ACEROLA (UPC: 1500007422) in the BABY FOOD aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177236,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,1500007452,GERBER 2ND FD PEAR PEACH OATMEAL ORG,BABY FOOD,[BABY FOOD] Please locate the GERBER 2ND FD PEAR PEACH OATMEAL ORG (UPC: 1500007452) in the BABY FOOD aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177232,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,1450000937,BE CLASSIC MIXED VEG,BAG FROZEN VEGETABLES,[BAG FROZEN VEGETABLES] Please locate the BE CLASSIC MIXED VEG (UPC: 1450000937) in the BAG FROZEN VEGETABLES aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177390,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,7033200402,C&W CORN WHITE PETITE,BAG FROZEN VEGETABLES,[BAG FROZEN VEGETABLES] Please locate the C&W CORN WHITE PETITE (UPC: 7033200402) in the BAG FROZEN VEGETABLES aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177391,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,7033200429,C&W MIX VEG PETITE ULTIMATE,BAG FROZEN VEGETABLES,[BAG FROZEN VEGETABLES] Please locate the C&W MIX VEG PETITE ULTIMATE (UPC: 7033200429) in the BAG FROZEN VEGETABLES aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177392,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,7033200458,C&W PEAS PETITE,BAG FROZEN VEGETABLES,[BAG FROZEN VEGETABLES] Please locate the C&W PEAS PETITE (UPC: 7033200458) in the BAG FROZEN VEGETABLES aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177393,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,7033200471,C&W BROCCOLI FLORETS,BAG FROZEN VEGETABLES,[BAG FROZEN VEGETABLES] Please locate the C&W BROCCOLI FLORETS (UPC: 7033200471) in the BAG FROZEN VEGETABLES aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177789,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,80355192134,NORCAL BAG VALUE,BAGS,[BAGS] Please locate the NORCAL BAG VALUE (UPC: 80355192134) in the BAGS aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177892,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,85609600309,CHERRYVALE FARMS BREAD BANANA MIX,BAKING MIXES,[BAKING MIXES] Please locate the CHERRYVALE FARMS BREAD BANANA MIX (UPC: 85609600309) in the BAKING MIXES aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177250,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,1820020068,BUDWEISER 1933 REPEAL RESERVE AMBER LAGE,BEER,[BEER] Please locate the BUDWEISER 1933 REPEAL RESERVE AMBER LAGE (UPC: 1820020068) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177312,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,3354495027,MODELO ESPECIAL  BTL,BEER,[BEER] Please locate the MODELO ESPECIAL  BTL (UPC: 3354495027) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177416,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,7278302525,ANCHOR ROTATOR BTL,BEER,[BEER] Please locate the ANCHOR ROTATOR BTL (UPC: 7278302525) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177417,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,7278361223,ANCHOR MANGO WHEAT  CAN,BEER,[BEER] Please locate the ANCHOR MANGO WHEAT  CAN (UPC: 7278361223) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177418,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,7278361229,ANCHOR LOS GIGANTES  CAN,BEER,[BEER] Please locate the ANCHOR LOS GIGANTES  CAN (UPC: 7278361229) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177419,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,7278361230,ANCHOR BLOOD ORANGE  CAN,BEER,[BEER] Please locate the ANCHOR BLOOD ORANGE  CAN (UPC: 7278361230) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177421,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,7289000577,HEINEKEN MAGNUM  BTL,BEER,[BEER] Please locate the HEINEKEN MAGNUM  BTL (UPC: 7289000577) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177475,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,8200078139,SMIRNOFF SPIKED SELTZER CRANBERRY  CAN,BEER,[BEER] Please locate the SMIRNOFF SPIKED SELTZER CRANBERRY  CAN (UPC: 8200078139) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177697,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,60275500196,FIRESTONE LUPONIC DISTORTION  BTL,BEER,[BEER] Please locate the FIRESTONE LUPONIC DISTORTION  BTL (UPC: 60275500196) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177713,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,63103000088,GORDON BIERSCH CHUM RED ALE  BTL,BEER,[BEER] Please locate the GORDON BIERSCH CHUM RED ALE  BTL (UPC: 63103000088) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177730,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,67243800138,BALLAST PT WTRMLN DORADO  CAN,BEER,[BEER] Please locate the BALLAST PT WTRMLN DORADO  CAN (UPC: 67243800138) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177754,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,72213046805,BEAR REPUBLIC LEGACY SERIES  BTL,BEER,[BEER] Please locate the BEAR REPUBLIC LEGACY SERIES  BTL (UPC: 72213046805) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177755,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,72213055580,BEAR REPUBLIC DOUBLE AUGHT PILSNER  BTL,BEER,[BEER] Please locate the BEAR REPUBLIC DOUBLE AUGHT PILSNER  BTL (UPC: 72213055580) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177764,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,74383400071,SUDWERK CASCADERADE IPL  BTL,BEER,[BEER] Please locate the SUDWERK CASCADERADE IPL  BTL (UPC: 74383400071) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177855,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,85115400442,CALICRAFT THE BAY DOUBLE IPA  BTL,BEER,[BEER] Please locate the CALICRAFT THE BAY DOUBLE IPA  BTL (UPC: 85115400442) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177860,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,85153800249,10 BARREL CUCUMBER CRUSH CANS,BEER,[BEER] Please locate the 10 BARREL CUCUMBER CRUSH CANS (UPC: 85153800249) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177863,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,85189700404,TW PITCHERS RADLER  CAN,BEER,[BEER] Please locate the TW PITCHERS RADLER  CAN (UPC: 85189700404) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177875,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,85352200605,FORT POINT KSA  CAN,BEER,[BEER] Please locate the FORT POINT KSA  CAN (UPC: 85352200605) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177885,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,85495700206,DRAKES LIMITED SEASONAL  BTL,BEER,[BEER] Please locate the DRAKES LIMITED SEASONAL  BTL (UPC: 85495700206) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177886,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,85495700230,DRAKES VARIETY PACK  BTL,BEER,[BEER] Please locate the DRAKES VARIETY PACK  BTL (UPC: 85495700230) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177889,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,85605200212,HOP VALLEY ALPHADELIC IPA  CAN,BEER,[BEER] Please locate the HOP VALLEY ALPHADELIC IPA  CAN (UPC: 85605200212) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177890,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,85605200218,HOP VALLEY CITRUS MISTRESS IPA  BTL,BEER,[BEER] Please locate the HOP VALLEY CITRUS MISTRESS IPA  BTL (UPC: 85605200218) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177910,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,85961200130,21ST AMENDMENT BLAH BLAH BLAH IPA  CAN,BEER,[BEER] Please locate the 21ST AMENDMENT BLAH BLAH BLAH IPA  CAN (UPC: 85961200130) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177911,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,85961200131,21ST AMENDMENT BREW FR BLOOD ORNG  CAN,BEER,[BEER] Please locate the 21ST AMENDMENT BREW FR BLOOD ORNG  CAN (UPC: 85961200131) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177912,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,85961200137,21ST AMENDMENT SEASONAL  CAN,BEER,[BEER] Please locate the 21ST AMENDMENT SEASONAL  CAN (UPC: 85961200137) in the BEER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177467,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,7940066192,SUAVE BW KIDS 2N1 DISNEY STAR WARS RED,BODY WASH SKIN CARE,[BODY WASH SKIN CARE] Please locate the SUAVE BW KIDS 2N1 DISNEY STAR WARS RED (UPC: 7940066192) in the BODY WASH SKIN CARE aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177404,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,7114293689,ARROWHEAD SPARKLING STRAWBERRY,BOTTLED WATER,[BOTTLED WATER] Please locate the ARROWHEAD SPARKLING STRAWBERRY (UPC: 7114293689) in the BOTTLED WATER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177876,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,85360500604,1907 NEW ZEALAND WATER NZ ARTISIAN,BOTTLED WATER,[BOTTLED WATER] Please locate the 1907 NEW ZEALAND WATER NZ ARTISIAN (UPC: 85360500604) in the BOTTLED WATER aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177371,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,5040072958,RAINBO SESAME HAM BUNS 4CT,BUNS COMMERCIAL FRESH BREAD,[BUNS COMMERCIAL FRESH BREAD] Please locate the RAINBO SESAME HAM BUNS 4CT (UPC: 5040072958) in the BUNS COMMERCIAL FRESH BREAD aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177289,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,2740071912,COUNTRY CROCK UNSALTED STICKS,BUTTER/MARGARINE & SPREADS,[BUTTER/MARGARINE & SPREADS] Please locate the COUNTRY CROCK UNSALTED STICKS (UPC: 2740071912) in the BUTTER/MARGARINE & SPREADS aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177401,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,7085299356,CLOVER BUTTER SALTED ORGNC,BUTTER/MARGARINE & SPREADS,[BUTTER/MARGARINE & SPREADS] Please locate the CLOVER BUTTER SALTED ORGNC (UPC: 7085299356) in the BUTTER/MARGARINE & SPREADS aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177402,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,7085299357,CLOVER BUTTER UNSALTED ORGNC,BUTTER/MARGARINE & SPREADS,[BUTTER/MARGARINE & SPREADS] Please locate the CLOVER BUTTER UNSALTED ORGNC (UPC: 7085299357) in the BUTTER/MARGARINE & SPREADS aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177212,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,1200016315,PEPSI SODA REAL SUGAR,CARBONATED SOFT DRINKS,[CARBONATED SOFT DRINKS] Please locate the PEPSI SODA REAL SUGAR (UPC: 1200016315) in the CARBONATED SOFT DRINKS aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177213,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,1200016317,MOUNTAIN DEW SODA,CARBONATED SOFT DRINKS,[CARBONATED SOFT DRINKS] Please locate the MOUNTAIN DEW SODA (UPC: 1200016317) in the CARBONATED SOFT DRINKS aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177366,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,4900006158,SPRITE CRANBERRY,CARBONATED SOFT DRINKS,[CARBONATED SOFT DRINKS] Please locate the SPRITE CRANBERRY (UPC: 4900006158) in the CARBONATED SOFT DRINKS aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177369,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,5000016862,FRISKIES DRY CAT FD GRAVY SWIRLERS,CAT FOOD DRY,[CAT FOOD DRY] Please locate the FRISKIES DRY CAT FD GRAVY SWIRLERS (UPC: 5000016862) in the CAT FOOD DRY aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177370,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,5000057285,FANCY FEAST DRY FLMGN GRMT,CAT FOOD DRY,[CAT FOOD DRY] Please locate the FANCY FEAST DRY FLMGN GRMT (UPC: 5000057285) in the CAT FOOD DRY aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177265,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,2310011846,TEMPTATIONS CAT SNACKS SALMON,CAT FOOD SNACKS/DRINKS,[CAT FOOD SNACKS/DRINKS] Please locate the TEMPTATIONS CAT SNACKS SALMON (UPC: 2310011846) in the CAT FOOD SNACKS/DRINKS aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177331,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,4133102336,GOYA BEANS BLACK,CENTRAL/SOUTH AMERICAN FOODS,[CENTRAL/SOUTH AMERICAN FOODS] Please locate the GOYA BEANS BLACK (UPC: 4133102336) in the CENTRAL/SOUTH AMERICAN FOODS aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177332,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,4133102339,GOYA PINTO BEANS,CENTRAL/SOUTH AMERICAN FOODS,[CENTRAL/SOUTH AMERICAN FOODS] Please locate the GOYA PINTO BEANS (UPC: 4133102339) in the CENTRAL/SOUTH AMERICAN FOODS aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177688,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,48408002502,LEMONS MEYER,CITRUS,[CITRUS] Please locate the LEMONS MEYER (UPC: 48408002502) in the CITRUS aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177258,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,2113098447,S FARMS BROCCOLI FLORETS,CONVENIENCE VEGETABLES,[CONVENIENCE VEGETABLES] Please locate the S FARMS BROCCOLI FLORETS (UPC: 2113098447) in the CONVENIENCE VEGETABLES aisle and take up to 5 clear and well−framed CLOSE−UP photos.
177575,SAFEWAY                  ,2621,3110 BALFOUR ROAD,BRENTWOOD           ,CA,94513,24103800000,BROCCOLINI,CONVENIENCE VEGETABLES,[CONVENIENCE VEGETABLES] Please locate the BROCCOLINI (UPC: 24103800000) in the CONVENIENCE VEGETABLES aisle and take up to 5 clear and well−framed CLOSE−UP photos.
