,store_nm,store_id,store_addr_line2_txt,store_city_nm,store_state_id,store_zip5_id,upc_id,upc_dsc,category_nm,storeCounts,upcCounts,bundle_number,bundle_name
751871,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,89202600117,SEMPER PINOT NOIR,TABLE WINE,1,1463,50,SAFEWAY_2912_50
806877,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,2686114231,LOUIS LATOUR MEURSAULT BLANC,TABLE WINE,1,1463,50,SAFEWAY_2912_50
674376,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,68891400282,POTATOES RED/WHITE CREAMER W/GARLIC,POTATOES/YAMS/SWEET POTATOES,1,1463,50,SAFEWAY_2912_50
184082,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,60878250287,STRAFFE HENDRIK QUAD  BTL,BEER,1,1463,50,SAFEWAY_2912_50
804895,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,20095000000,D ARTAGNAN RABBIT FRYER,SPECIALTY/EXOTIC REFIGERATED MEATS,1,1463,50,SAFEWAY_2912_50
361655,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,73662210020,D ARTAGNAN BUFFALO RIBEYE STEAK,SPECIALTY/EXOTIC REFIGERATED MEATS,1,1463,50,SAFEWAY_2912_50
45643,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,81329700050,ROTARI BRUT TRENTO,SPARKLING WINE,1,1463,50,SAFEWAY_2912_50
760496,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,76006412343,VANILLA POUND CAKE SLICES,ISB SNACKS,1,1450,51,SAFEWAY_4319_51
455169,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,18614853805,SAN JUDAS TADEO CANDLE 3.5 INCH,CARIBBEAN SPECIALTY FOODS,1,1450,51,SAFEWAY_4319_51
208748,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,70624105532,CARMENCITA MANZANILLA TEA - 10 CT,HISPANIC BEVERAGES & SNACKS,1,1450,51,SAFEWAY_4319_51
763218,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566911221,IBERIA BREAD CRUMBS,CARIBBEAN SPECIALTY FOODS,1,1450,51,SAFEWAY_4319_51
769678,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566932570,CARIBBEAN RHYTHMS COCONUT MILK,CARIBBEAN SPECIALTY FOODS,1,1450,51,SAFEWAY_4319_51
51225,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,85747400517,BREW HUB KEYBILLY ISLAND ALE  CAN,BEER,1,1450,51,SAFEWAY_4319_51
48272,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7537000653,CONCHITA SARDINES IN VEGETABLE OIL,MISCELLANEOUS HISPANIC FOODS,1,1450,51,SAFEWAY_4319_51
419801,SAFEWAY                  ,1462,5821 CROSSROADS CENTER                  ,FALLS CHURCH        ,VA,22041,2354504117,LA FE CUT BROCCOLI,BAG FROZEN VEGETABLES,1,815,52,SAFEWAY_1462_52
698980,SAFEWAY                  ,1462,5821 CROSSROADS CENTER                  ,FALLS CHURCH        ,VA,22041,73852910161,RG MEXICAN CHORIZO,CENTRAL/SOUTH AMERICAN FOODS,1,815,52,SAFEWAY_1462_52
638209,SAFEWAY                  ,1462,5821 CROSSROADS CENTER                  ,FALLS CHURCH        ,VA,22041,2354510198,LA FE PAPA CRIOLLA LARGE,BAG FROZEN VEGETABLES,1,815,52,SAFEWAY_1462_52
578118,SAFEWAY                  ,1462,5821 CROSSROADS CENTER                  ,FALLS CHURCH        ,VA,22041,73852900262,RIO GRANDE KOLA CHAMPAGNE,HISPANIC BEVERAGES & SNACKS,1,815,52,SAFEWAY_1462_52
951536,SAFEWAY                  ,1462,5821 CROSSROADS CENTER                  ,FALLS CHURCH        ,VA,22041,75843760520,YAESTA HOJA DE PLATANO,BAG FROZEN VEGETABLES,1,815,52,SAFEWAY_1462_52
745606,SAFEWAY                  ,1462,5821 CROSSROADS CENTER                  ,FALLS CHURCH        ,VA,22041,73852900456,RG CREAM LA BENDICION,CENTRAL/SOUTH AMERICAN FOODS,1,815,52,SAFEWAY_1462_52
896475,SAFEWAY                  ,1462,5821 CROSSROADS CENTER                  ,FALLS CHURCH        ,VA,22041,2354500304,LA FE DISCOS WHITE LARGE,BAG FROZEN VEGETABLES,1,815,52,SAFEWAY_1462_52
596393,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,9933600410,EL SEMBRADOR LEMON JUICE,HISPANIC BEVERAGES & SNACKS,1,1450,53,SAFEWAY_4319_53
727403,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,76006412350,TORTICA DE MORON-SUGAR COOKIES,ISB SNACKS,1,1450,53,SAFEWAY_4319_53
492048,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,85896200413,PAPI PINOT NOIR,TABLE WINE,1,1450,53,SAFEWAY_4319_53
174535,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,6439654527,SHIRLEY BISCUITS FAMILY PACK,CARIBBEAN SPECIALTY FOODS,1,1450,53,SAFEWAY_4319_53
174082,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566911666,IBERIA WHOLE HEARTS OF PALMS PALMITOS,CARIBBEAN SPECIALTY FOODS,1,1450,53,SAFEWAY_4319_53
943981,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,18473300203,MIAMI BIG ROD  CAN,BEER,1,1450,53,SAFEWAY_4319_53
171014,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,9933600565,EL SEMBRADOR LENTILS DRY,CENTRAL/SOUTH AMERICAN FOODS,1,1450,53,SAFEWAY_4319_53
402167,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,71689896175,COLOSI SICILIA NERO DAVOLA,TABLE WINE,1,1463,54,SAFEWAY_2912_54
111644,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,1564325448,CHATEAU MARJOSSE BORDEAUX,TABLE WINE,1,1463,54,SAFEWAY_2912_54
454752,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,21408300000,AFFINEUR WALO RED WINE FARMER CHSE AGED,DELI CHEESE,1,1463,54,SAFEWAY_2912_54
695599,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,8941905870,MARQUES DE CACERES GRAN RESERVA,TABLE WINE,1,1463,54,SAFEWAY_2912_54
300899,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,74715400015,BODEGAS LAN RIOJA BLANCO,TABLE WINE,1,1463,54,SAFEWAY_2912_54
305450,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,81329700051,ROTARI BRUT ROSE TRENTO,SPARKLING WINE,1,1463,54,SAFEWAY_2912_54
898881,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,1564324337,AMIRAL DE BEYCHEVELLE BORDEAUX,TABLE WINE,1,1463,54,SAFEWAY_2912_54
45204,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,8858069336,STONY HILL CHARDONNAY,TABLE WINE,1,1463,55,SAFEWAY_2912_55
832107,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,1564326038,LE BLASON DE LARRIVET HAUT-BRION,TABLE WINE,1,1463,55,SAFEWAY_2912_55
144036,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,87243811005,CHATEAU BOUTISSE SAINT EMILION,TABLE WINE,1,1463,55,SAFEWAY_2912_55
925711,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,85849700508,CRIOS ROSE MALBEC,TABLE WINE,1,1463,55,SAFEWAY_2912_55
656195,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,61783500400,NEKEAS VEGA SINDOA GARNACHA ROSADO,TABLE WINE,1,1463,55,SAFEWAY_2912_55
140811,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,81083302114,DREAMBONE RATTLEBALL CHEWS SMALL CHICKEN,PET SUPPLIES,1,1463,55,SAFEWAY_2912_55
563670,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,1564342502,CHATEAU BARON DE BRANE MARGAUX,TABLE WINE,1,1463,55,SAFEWAY_2912_55
903647,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566945095,8 ST LAZARO CANDLE,CARIBBEAN SPECIALTY FOODS,1,1450,56,SAFEWAY_4319_56
66268,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,9933600446,EL SEMBRADOR GUAVA PASTE,HISPANIC FOODS MEAL INGREDIENTS,1,1450,56,SAFEWAY_4319_56
929106,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,76006412410,BABY-RAISIN MINI LOAVES,ISB SNACKS,1,1450,56,SAFEWAY_4319_56
604418,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7537015023,CONCHITA RED KIDNEY BEANS,HISPANIC FOODS MEAL INGREDIENTS,1,1450,56,SAFEWAY_4319_56
306733,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,9933600504,EL SEMBRADOR PINTO BEANS CANNED,HISPANIC FOODS MEAL INGREDIENTS,1,1450,56,SAFEWAY_4319_56
614096,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,4133101496,MEDIUM RIPE BLK OLIVES PITT,CENTRAL/SOUTH AMERICAN FOODS,1,1450,56,SAFEWAY_4319_56
60431,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,9933600286,EL QUESERO MINI GOUDA ROUND,MISCELLANEOUS HISPANIC FOODS,1,1450,56,SAFEWAY_4319_56
625299,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,87243880211,CHATEAU LYONNAT ST EMILION,TABLE WINE,1,1463,57,SAFEWAY_2912_57
449363,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,81068302414,FCIDE CIDER APPLE POM,NATURAL/GOURMET JUICES & DRINKS,1,1463,57,SAFEWAY_2912_57
308570,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,81215301041,ROBERT OATLEY SS CABERNET,TABLE WINE,1,1463,57,SAFEWAY_2912_57
726182,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,9870900769,MASSAYA LE COLOMBIER RED BLEND,TABLE WINE,1,1463,57,SAFEWAY_2912_57
775744,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,66484100903,AMEZTOI RUBENTIS TXAKOLI,TABLE WINE,1,1463,57,SAFEWAY_2912_57
176928,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,70343200049,SAILORS GRAVE RED NAPA VALLEY,TABLE WINE,1,1463,57,SAFEWAY_2912_57
477419,SAFEWAY                  ,2912,1855 WISCONSIN AVE. N.W.                ,WASHINGTON          ,DC,20007,71788800001,BODEGA COLOME MALBEC AUTENTICO,TABLE WINE,1,1463,57,SAFEWAY_2912_57
860459,SAFEWAY                  ,4205,415 14TH STREET SE                      ,WASHINGTON          ,DC,20003,2129662001,PAUL MASSON PEACH BRANDY,SPIRITS,1,973,58,SAFEWAY_4205_58
3118,SAFEWAY                  ,4205,415 14TH STREET SE                      ,WASHINGTON          ,DC,20003,81479401044,GOZIO AMARETTO WITH GLASS,SPIRITS,1,973,58,SAFEWAY_4205_58
363566,SAFEWAY                  ,4205,415 14TH STREET SE                      ,WASHINGTON          ,DC,20003,8523211820,ZELKO VODKA,SPIRITS,1,973,58,SAFEWAY_4205_58
341442,SAFEWAY                  ,4205,415 14TH STREET SE                      ,WASHINGTON          ,DC,20003,8523271910,PORT ROYAL GOLD RUM,SPIRITS,1,973,58,SAFEWAY_4205_58
955392,SAFEWAY                  ,4205,415 14TH STREET SE                      ,WASHINGTON          ,DC,20003,8523261910,PORT ROYAL WHITE RUM,SPIRITS,1,973,58,SAFEWAY_4205_58
849125,SAFEWAY                  ,4205,415 14TH STREET SE                      ,WASHINGTON          ,DC,20003,8500002485,NEW AMSTERDAM APPLE VODKA,SPIRITS,1,973,58,SAFEWAY_4205_58
637094,SAFEWAY                  ,4205,415 14TH STREET SE                      ,WASHINGTON          ,DC,20003,2129662029,PAUL MASSON APPLE BRANDY,SPIRITS,1,973,58,SAFEWAY_4205_58
757402,SAFEWAY                  ,2607,2203 MISSION ST                         ,SANTA CRUZ          ,CA,95060,82010380188,OPA HELMUT'S SWEET SAVORY,DRY SEASONING MIXES,1,761,59,SAFEWAY_2607_59
197197,SAFEWAY                  ,2607,2203 MISSION ST                         ,SANTA CRUZ          ,CA,95060,73734900800,BECKMANNS CHERRY PIE,"DESSERTS, COMMERCIAL SWEET BAKED GOODS",1,761,59,SAFEWAY_2607_59
38035,SAFEWAY                  ,2607,2203 MISSION ST                         ,SANTA CRUZ          ,CA,95060,85395800327,MAUK FAMILY FARMS CRUST RAW BREAKFAST,MISCELLANEOUS PRODUCE,1,761,59,SAFEWAY_2607_59
642856,SAFEWAY                  ,2607,2203 MISSION ST                         ,SANTA CRUZ          ,CA,95060,4357344222,HAPPY JACKAL ORGANICS SALSA ROJO,DELI DIPS AND SALSA,2,761,59,SAFEWAY_2607_59
562485,SAFEWAY                  ,2607,2203 MISSION ST                         ,SANTA CRUZ          ,CA,95060,89180700205,UNCOMMON BREW GOLDEN STATE ALE,BEER,2,761,59,SAFEWAY_2607_59
540840,SAFEWAY                  ,2607,2203 MISSION ST                         ,SANTA CRUZ          ,CA,95060,4357342421,HAPPY JACKAL ORGANICS SALSA ORIGINAL,DELI DIPS AND SALSA,2,761,59,SAFEWAY_2607_59
32425,SAFEWAY                  ,2607,2203 MISSION ST                         ,SANTA CRUZ          ,CA,95060,72802825279,ALDOS BAKERY CINNAMON SWIRL SLICED BREAD,FRENCH (MAIN MEAL) COMMERCIAL FRESH BREAD,2,761,59,SAFEWAY_2607_59
20924,SAFEWAY                  ,1842,"13023 NE HWY 99, SUITE 1                ",VANCOUVER           ,WA,98686,86125800010,CHEDZ CHEESE SNK SPCY PRM NAT,AWAY FROM HOME FC COOKIE/CRACKER & MISC SNACKS,1,1382,60,SAFEWAY_1842_60
773026,SAFEWAY                  ,1842,"13023 NE HWY 99, SUITE 1                ",VANCOUVER           ,WA,98686,20055500000,TURKEY THIGH BNLS STFD,"TURKEY, REFRIGERATED",1,1382,60,SAFEWAY_1842_60
419248,SAFEWAY                  ,1842,"13023 NE HWY 99, SUITE 1                ",VANCOUVER           ,WA,98686,22271900000,BULK SANDWICH ROLLS SOURDOUGH,ISB ROLLS,2,1382,60,SAFEWAY_1842_60
499331,SAFEWAY                  ,1842,"13023 NE HWY 99, SUITE 1                ",VANCOUVER           ,WA,98686,85832300528,KOI POND CELLARS GEISHA RED,TABLE WINE,2,1382,60,SAFEWAY_1842_60
550496,SAFEWAY                  ,1842,"13023 NE HWY 99, SUITE 1                ",VANCOUVER           ,WA,98686,20908900000,CHICKEN WH STFD FR WA GROWN,"CHICKEN, REFRIGERATED",5,1382,60,SAFEWAY_1842_60
500451,SAFEWAY                  ,1842,"13023 NE HWY 99, SUITE 1                ",VANCOUVER           ,WA,98686,26643600000,CUPCAKE CAKE TOPPING 30CT,ISB DESSERTS,6,1382,60,SAFEWAY_1842_60
307764,SAFEWAY                  ,1842,"13023 NE HWY 99, SUITE 1                ",VANCOUVER           ,WA,98686,73583696834,TMNT CHOCOLATE,MILK MODIFIERS COFFEE/HOT,6,1382,60,SAFEWAY_1842_60
277400,PAVILION                 ,2225,6534 PLATT AVE                          ,WEST HILLS          ,CA,91307,86112900031,MADEWEST INDIA PALE ALE  CAN,BEER,1,715,61,PAVILION_2225_61
932096,PAVILION                 ,2225,6534 PLATT AVE                          ,WEST HILLS          ,CA,91307,21680800000,BELLWETHER FARMCHEESE CARMODY COWS MILK,DELI CHEESE,1,715,61,PAVILION_2225_61
361933,PAVILION                 ,2225,6534 PLATT AVE                          ,WEST HILLS          ,CA,91307,81587101182,ELITE CANDY SHTIX MILK MILK CRM,KOSHER SPECIALTY FOODS,1,715,61,PAVILION_2225_61
770390,PAVILION                 ,2225,6534 PLATT AVE                          ,WEST HILLS          ,CA,91307,72656626726,SCHWARTZ BAKERY COFFEE CAKE POPPY SEED,BREAKFAST COMMERCIAL SWEET BAKED GOODS,1,715,61,PAVILION_2225_61
61970,PAVILION                 ,2225,6534 PLATT AVE                          ,WEST HILLS          ,CA,91307,21207100000,LANDANA COCONUT CURRY,DELI CHEESE,1,715,61,PAVILION_2225_61
354412,PAVILION                 ,2225,6534 PLATT AVE                          ,WEST HILLS          ,CA,91307,72656656237,SCHWARTZ BAKERY CHOCOLATE CHIP RING,"DESSERTS, COMMERCIAL SWEET BAKED GOODS",1,715,61,PAVILION_2225_61
495580,PAVILION                 ,2225,6534 PLATT AVE                          ,WEST HILLS          ,CA,91307,72656626744,SCHWARTZ BAKERY CUPCAKES MINI,"DESSERTS, COMMERCIAL SWEET BAKED GOODS",1,715,61,PAVILION_2225_61
293808,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,4133109216,GOYA CHOCLO KERNELS,BAG FROZEN VEGETABLES,1,1450,62,SAFEWAY_4319_62
402771,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,3642630035,MIRA PEAR NECTAR BOX,CARIBBEAN SPECIALTY FOODS,1,1450,62,SAFEWAY_4319_62
140937,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7537000579,CONCHITA CORN OIL,HISPANIC FOODS MEAL INGREDIENTS,1,1450,62,SAFEWAY_4319_62
141926,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566945096,8 COBRE CANDLE,CARIBBEAN SPECIALTY FOODS,1,1450,62,SAFEWAY_4319_62
181592,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,76454910194,LA ESPANOLA EXTRA VIRGIN OLIVE OIL,CARIBBEAN SPECIALTY FOODS,1,1450,62,SAFEWAY_4319_62
850847,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566911283,IBERIA LENTILS W/S GLASS,CARIBBEAN SPECIALTY FOODS,1,1450,62,SAFEWAY_4319_62
37791,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,9933600561,EL SEMBRADOR GARBANZO DRY BEANS,CENTRAL/SOUTH AMERICAN FOODS,1,1450,62,SAFEWAY_4319_62
530792,PAVILION                 ,2214,1110 W. ALAMEDA AVE.                    ,BURBANK             ,CA,91506,73402799001,GINGER PEOPLE GINGER BEER,PREMIUM SPARKLING DRINKS,1,737,63,PAVILION_2214_63
519335,PAVILION                 ,2214,1110 W. ALAMEDA AVE.                    ,BURBANK             ,CA,91506,89425400292,GERARD BERTRAND CORBIERES GSM,TABLE WINE,1,737,63,PAVILION_2214_63
382073,PAVILION                 ,2214,1110 W. ALAMEDA AVE.                    ,BURBANK             ,CA,91506,71138131960,STONEWALL KITCHEN PMPKN HRVST HAND LTN,HAND & BODY LOTION SKIN CARE,1,737,63,PAVILION_2214_63
964519,PAVILION                 ,2214,1110 W. ALAMEDA AVE.                    ,BURBANK             ,CA,91506,85349500481,MELTING OIL  MANGO,CANDLES HOME DECOR,1,737,63,PAVILION_2214_63
538417,PAVILION                 ,2214,1110 W. ALAMEDA AVE.                    ,BURBANK             ,CA,91506,48412016001,PEARS SULI XL,PEARS,1,737,63,PAVILION_2214_63
646160,PAVILION                 ,2214,1110 W. ALAMEDA AVE.                    ,BURBANK             ,CA,91506,4023232207,NEW HORIZONS CHOC CHIP JUMBO COOKIES,ISB SNACKS,2,737,63,PAVILION_2214_63
49732,PAVILION                 ,2214,1110 W. ALAMEDA AVE.                    ,BURBANK             ,CA,91506,21733000000,MURCIANA FIG CAKE WITH WALNUT BULK,DELI SPECIALTY MISC ITEMS,2,737,63,PAVILION_2214_63
879571,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566911897,IBERIA ELBOWS 16 OZ,HISPANIC FOODS MEAL INGREDIENTS,1,1450,64,SAFEWAY_4319_64
415165,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,9933600558,EL SEMBRADOR BLACK DRY BEANS,CENTRAL/SOUTH AMERICAN FOODS,1,1450,64,SAFEWAY_4319_64
781948,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,9933600215,EL SEMBRADOR CUT GREEN BEANS,BAG FROZEN VEGETABLES,1,1450,64,SAFEWAY_4319_64
418220,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566911668,IBERIA CUT HEARTS OF PALMS PALMITOS,CARIBBEAN SPECIALTY FOODS,1,1450,64,SAFEWAY_4319_64
782589,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,9933600751,EL SEMBRADOR TOSTONES,BAG FROZEN VEGETABLES,1,1450,64,SAFEWAY_4319_64
114643,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,86293100002,COCO COCKTAIL REFRESH  CAN,BEER,1,1450,64,SAFEWAY_4319_64
595883,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566910793,IBERIA COOKED HAM,CARIBBEAN SPECIALTY FOODS,1,1450,64,SAFEWAY_4319_64
163744,VONS                     ,2323,7544 GIRARD AVE                         ,LA JOLLA            ,CA,92037,8858600645,TORRES SALMOS PRIORAT,TABLE WINE,1,861,65,VONS_2323_65
919829,VONS                     ,2323,7544 GIRARD AVE                         ,LA JOLLA            ,CA,92037,12050002020,TACUPETO CHIPS CORN TORTILLA,SALTY BAGGED/CANISTER SNACKS,1,861,65,VONS_2323_65
622807,VONS                     ,2323,7544 GIRARD AVE                         ,LA JOLLA            ,CA,92037,26783400000,CINNAMON SLICED LOAF CAKE,ISB DESSERTS,1,861,65,VONS_2323_65
805961,VONS                     ,2323,7544 GIRARD AVE                         ,LA JOLLA            ,CA,92037,5132810566,MON CUISINE VEG CHICKEN NUGGETS,MEAL COMPONENTS FROZEN PREPARED FOODS,2,861,65,VONS_2323_65
173806,VONS                     ,2323,7544 GIRARD AVE                         ,LA JOLLA            ,CA,92037,1878777808,DR BRONNER SOAP LIQ ROSE,IMAGE BATH BOUTIQUE SKIN CARE,2,861,65,VONS_2323_65
959378,VONS                     ,2323,7544 GIRARD AVE                         ,LA JOLLA            ,CA,92037,8941918102,HAML RUSSELL CHARDONNAY,TABLE WINE,2,861,65,VONS_2323_65
207212,VONS                     ,2323,7544 GIRARD AVE                         ,LA JOLLA            ,CA,92037,21667500000,LIVRADOIS FOURME D AMBERT RAW MILK AOC,DELI CHEESE,2,861,65,VONS_2323_65
115645,PAVILIONS                ,1911,21181 NEWPORT COAST DRIVE               ,NEWPORT BEACH       ,CA,92657,81153801413,GRAN CENTENARIO PLATA TEQUILA,SPIRITS,1,1171,66,PAVILIONS_1911_66
961911,PAVILIONS                ,1911,21181 NEWPORT COAST DRIVE               ,NEWPORT BEACH       ,CA,92657,85906100601,CODIGO 1530 TEQUILA REPOSADO  BTL,SPIRITS,1,1171,66,PAVILIONS_1911_66
143496,PAVILIONS                ,1911,21181 NEWPORT COAST DRIVE               ,NEWPORT BEACH       ,CA,92657,22866400000,MUFFINS CINNAMON CHIP SINGLE SERVE,ISB BREAKFAST BAKED GOODS,1,1171,66,PAVILIONS_1911_66
462533,PAVILIONS                ,1911,21181 NEWPORT COAST DRIVE               ,NEWPORT BEACH       ,CA,92657,85390800301,PALMAZ CABERNET SAUVIGNON,TABLE WINE,1,1171,66,PAVILIONS_1911_66
133335,PAVILIONS                ,1911,21181 NEWPORT COAST DRIVE               ,NEWPORT BEACH       ,CA,92657,68331855911,PUMPKIN PIE PUPZELS,DOG FOOD SNACKS,1,1171,66,PAVILIONS_1911_66
534909,PAVILIONS                ,1911,21181 NEWPORT COAST DRIVE               ,NEWPORT BEACH       ,CA,92657,86514600040,SALT VINE CABERNET SAUVIGNON,TABLE WINE,1,1171,66,PAVILIONS_1911_66
122424,PAVILIONS                ,1911,21181 NEWPORT COAST DRIVE               ,NEWPORT BEACH       ,CA,92657,24115800000,AGUA FRESCA CCBR LMN CLTRO 15 FZ PLS CRV,REFRIGERATED PREMIUM DRINKS,1,1171,66,PAVILIONS_1911_66
746883,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,5454600050,ARGENTINA SM DISCOS,MEAL COMPONENTS FROZEN PREPARED FOODS,1,1450,67,SAFEWAY_4319_67
45253,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,86884900011,BARLEY MOW AMERICANA GOLDEN ALE  CAN,BEER,1,1450,67,SAFEWAY_4319_67
44953,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,9933600447,EL SEMBRADOR AZUCAR MORENA,MISCELLANEOUS HISPANIC FOODS,1,1450,67,SAFEWAY_4319_67
44871,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,9933600501,EL SEMBRADOR BLACK BEANS CANNED,HISPANIC FOODS MEAL INGREDIENTS,1,1450,67,SAFEWAY_4319_67
