,store_nm,store_id,store_addr_line2_txt,store_city_nm,store_state_id,store_zip5_id,upc_id,upc_dsc,category_nm,storeCounts,upcCounts,bundle_number,bundle_name
679569,VONS                     ,2858,2355 E. COLORADO BLVD.                  ,PASADENA            ,CA,91107,26793500000,CLASSIC SLICED LOAF CAKE,ISB DESSERTS,1,713,0,VONS_2858_0
440941,VONS                     ,2858,2355 E. COLORADO BLVD.                  ,PASADENA            ,CA,91107,64636100012,NAZOOK LOW SUGAR 23OZ,ISB SNACKS,1,713,0,VONS_2858_0
30395,VONS                     ,2858,2355 E. COLORADO BLVD.                  ,PASADENA            ,CA,91107,64636100011,PUFF PASTRY STICK 14OZ,ISB SNACKS,1,713,0,VONS_2858_0
858422,VONS                     ,2858,2355 E. COLORADO BLVD.                  ,PASADENA            ,CA,91107,64636100015,APRICOT ROLL 21OZ,ISB SNACKS,1,713,0,VONS_2858_0
252883,VONS                     ,2858,2355 E. COLORADO BLVD.                  ,PASADENA            ,CA,91107,64636100016,PUFF NAZOOK 14OZ,ISB SNACKS,1,713,0,VONS_2858_0
859753,VONS                     ,2858,2355 E. COLORADO BLVD.                  ,PASADENA            ,CA,91107,64636100014,NAZOOK 14OZ,ISB SNACKS,1,713,0,VONS_2858_0
535272,VONS                     ,2858,2355 E. COLORADO BLVD.                  ,PASADENA            ,CA,91107,85466100131,SUPREMAS CHICKEN NUGGET BREADED FULL CKD,FROZEN MEAT,1,713,0,VONS_2858_0
600935,SAFEWAY                  ,2621,3110 BALFOUR ROAD                       ,BRENTWOOD           ,CA,94513,3583600202,BRUNOS OLIVES GARLIC STUFFED,OLIVES,1,945,1,SAFEWAY_2621_1
39422,SAFEWAY                  ,2621,3110 BALFOUR ROAD                       ,BRENTWOOD           ,CA,94513,22490800000,JUMBO DIPPED CCHIP W/GHIRARDELLI 10CT,ISB SNACKS,1,945,1,SAFEWAY_2621_1
923712,SAFEWAY                  ,2621,3110 BALFOUR ROAD                       ,BRENTWOOD           ,CA,94513,85958800600,SARAHS HARVEST HUMMUS - FRESH CILANTRO A,DELI DIPS AND SALSA,1,945,1,SAFEWAY_2621_1
648984,SAFEWAY                  ,2621,3110 BALFOUR ROAD                       ,BRENTWOOD           ,CA,94513,3583600203,BRUNOS OLIVES JALAPENO STUFFED,OLIVES,1,945,1,SAFEWAY_2621_1
550754,SAFEWAY                  ,2621,3110 BALFOUR ROAD                       ,BRENTWOOD           ,CA,94513,1474664199,AQUA CHEM SHOCK,POOL/SPA CARE MISC. HOUSEHOLD & TOYS,1,945,1,SAFEWAY_2621_1
294445,SAFEWAY                  ,2621,3110 BALFOUR ROAD                       ,BRENTWOOD           ,CA,94513,85958800640,SARAHS HARVEST HUMMUS - ROASTED GARLIC A,DELI DIPS AND SALSA,1,945,1,SAFEWAY_2621_1
566347,SAFEWAY                  ,2621,3110 BALFOUR ROAD                       ,BRENTWOOD           ,CA,94513,85958800620,SARAHS HARVEST HUMMUS - ORIGINAL RECIPE,DELI DIPS AND SALSA,1,945,1,SAFEWAY_2621_1
514650,PAVILION                 ,2210,26022 MARGUERITE PARKWAY                ,MISSION VIEJO       ,CA,92692,23983400000,SHRIMP RAW 21-25 CT KEY WEST PINK,SERVICE SEAFOOD,1,778,2,PAVILION_2210_2
110794,PAVILION                 ,2210,26022 MARGUERITE PARKWAY                ,MISSION VIEJO       ,CA,92692,7675304843,SC ZOMBIE PARTY BAGS,GADGETS,1,778,2,PAVILION_2210_2
139143,PAVILION                 ,2210,26022 MARGUERITE PARKWAY                ,MISSION VIEJO       ,CA,92692,79289500221,DE MEDIC TRUFFLE OIL,SPECIALTY OILS - FLAVORED & UNFLAVORED,1,778,2,PAVILION_2210_2
871746,PAVILION                 ,2210,26022 MARGUERITE PARKWAY                ,MISSION VIEJO       ,CA,92692,81372402258,WATKINS SPICE ONION POWDER,PREMIUM HERBS & SPICES,1,778,2,PAVILION_2210_2
582797,PAVILION                 ,2210,26022 MARGUERITE PARKWAY                ,MISSION VIEJO       ,CA,92692,86189503000,SKYWALKER VINEYARDS ESTATE PINOT NOIR,TABLE WINE,1,778,2,PAVILION_2210_2
515813,PAVILION                 ,2210,26022 MARGUERITE PARKWAY                ,MISSION VIEJO       ,CA,92692,86066600015,CYPHER PISTIL ROSE,TABLE WINE,1,778,2,PAVILION_2210_2
288043,PAVILION                 ,2210,26022 MARGUERITE PARKWAY                ,MISSION VIEJO       ,CA,92692,7675304864,SC TRICK OR TREAT BAG HAUNTED HOUSE,GADGETS,1,778,2,PAVILION_2210_2
962599,VONS                     ,2560,1758 GRAND AVE                          ,GROVER BEACH        ,CA,93433,89981400200,PA PAWS KILLER BBQ SAUCE MEDIUM,BARBECUE SAUCES,1,842,3,VONS_2560_3
252927,VONS                     ,2560,1758 GRAND AVE                          ,GROVER BEACH        ,CA,93433,78301083008,HEAVENLY HONEY ORANGE BLOSSOM BEAR,HONEY,1,842,3,VONS_2560_3
857027,VONS                     ,2560,1758 GRAND AVE                          ,GROVER BEACH        ,CA,93433,20846300000,MEATBALL PANKO COATED T/P,SERVICE MEAT,1,842,3,VONS_2560_3
233780,VONS                     ,2560,1758 GRAND AVE                          ,GROVER BEACH        ,CA,93433,60946551702,PACIFIC PICKLE ASPARAGUSTO,MARINATED VEGETABLES,1,842,3,VONS_2560_3
227055,VONS                     ,2560,1758 GRAND AVE                          ,GROVER BEACH        ,CA,93433,48494301301,CHIA SEED,BULK FOODS,1,842,3,VONS_2560_3
46748,VONS                     ,2560,1758 GRAND AVE                          ,GROVER BEACH        ,CA,93433,79969514278,PPW BRUSSIZZLE SPROUTS,MARINATED VEGETABLES,1,842,3,VONS_2560_3
213095,VONS                     ,2560,1758 GRAND AVE                          ,GROVER BEACH        ,CA,93433,60946551705,PCF PICKLE CARRIOTS OF FIRE,MARINATED VEGETABLES,1,842,3,VONS_2560_3
549829,TOM THUMB FOOD & PHARMACY,2574,3100 S. HULEN                           ,FORT WORTH          ,TX,76109,7891505285,DUAL TIMER,GADGETS,1,1281,4,TOM THUMB FOOD & PHARMACY_2574_4
461804,TOM THUMB FOOD & PHARMACY,2574,3100 S. HULEN                           ,FORT WORTH          ,TX,76109,20758700000,CAB CHUCK ARM POT RST BNLS,"BEEF,PREMIUM(KOSHER,PRIME)AND/OR MANUFCT BRAND",2,1281,4,TOM THUMB FOOD & PHARMACY_2574_4
603865,TOM THUMB FOOD & PHARMACY,2574,3100 S. HULEN                           ,FORT WORTH          ,TX,76109,71808590043,BELLE CHEVRE CHEESE GOAT SOUTHERN BELL,DELI CHEESE,2,1281,4,TOM THUMB FOOD & PHARMACY_2574_4
856682,TOM THUMB FOOD & PHARMACY,2574,3100 S. HULEN                           ,FORT WORTH          ,TX,76109,2567512010,PASKESZ CANDY  SOUR STICK WILD CHERRY,KOSHER SPECIALTY FOODS,3,1281,4,TOM THUMB FOOD & PHARMACY_2574_4
916932,TOM THUMB FOOD & PHARMACY,2574,3100 S. HULEN                           ,FORT WORTH          ,TX,76109,81587101018,ELITE CANDY BARS PESKZMAN BIG BITE,KOSHER SPECIALTY FOODS,3,1281,4,TOM THUMB FOOD & PHARMACY_2574_4
738630,TOM THUMB FOOD & PHARMACY,2574,3100 S. HULEN                           ,FORT WORTH          ,TX,76109,4342702251,LIEBERS TAHINA ISRAELI STYLE,KOSHER SPECIALTY FOODS,4,1281,4,TOM THUMB FOOD & PHARMACY_2574_4
281460,TOM THUMB FOOD & PHARMACY,2574,3100 S. HULEN                           ,FORT WORTH          ,TX,76109,2942400200,MANAMIT WAFER CHOCOLATE CUBITES,KOSHER SPECIALTY FOODS,4,1281,4,TOM THUMB FOOD & PHARMACY_2574_4
376620,TOM THUMB FOOD & PHARMACY,3637,1380 W.CAMPBELL RD.                     ,RICHARDSON          ,TX,75080,4342740038,LIEBER'S CANDY  SALT WATER TAFFY,KOSHER SPECIALTY FOODS,1,1369,5,TOM THUMB FOOD & PHARMACY_3637_5
336048,TOM THUMB FOOD & PHARMACY,3637,1380 W.CAMPBELL RD.                     ,RICHARDSON          ,TX,75080,22242200000,EGG TWIST CHALLAH BREAD W / RAISINS,ISB MAIN MEAL LOAVES,1,1369,5,TOM THUMB FOOD & PHARMACY_3637_5
96921,TOM THUMB FOOD & PHARMACY,3637,1380 W.CAMPBELL RD.                     ,RICHARDSON          ,TX,75080,2567501520,PASKESZ RICE CAKE THINS NO SALT MINI,KOSHER SPECIALTY FOODS,1,1369,5,TOM THUMB FOOD & PHARMACY_3637_5
8284,TOM THUMB FOOD & PHARMACY,3637,1380 W.CAMPBELL RD.                     ,RICHARDSON          ,TX,75080,4342740059,LIEBER'S CANDY  BUTTERSCOTCH,KOSHER SPECIALTY FOODS,1,1369,5,TOM THUMB FOOD & PHARMACY_3637_5
414336,TOM THUMB FOOD & PHARMACY,3637,1380 W.CAMPBELL RD.                     ,RICHARDSON          ,TX,75080,24032300000,BEEF RIB RST FRNCHD KSHR,"BEEF,PREMIUM(KOSHER,PRIME)AND/OR MANUFCT BRAND",1,1369,5,TOM THUMB FOOD & PHARMACY_3637_5
100326,TOM THUMB FOOD & PHARMACY,3637,1380 W.CAMPBELL RD.                     ,RICHARDSON          ,TX,75080,24038300000,EMPIRE TURKEY DRUMSTICK CHILL PACK KSHR,"TURKEY, REFRIGERATED",1,1369,5,TOM THUMB FOOD & PHARMACY_3637_5
611023,TOM THUMB FOOD & PHARMACY,3637,1380 W.CAMPBELL RD.                     ,RICHARDSON          ,TX,75080,4342718188,LIEBER'S CORN POPS  LITE,KOSHER SPECIALTY FOODS,1,1369,5,TOM THUMB FOOD & PHARMACY_3637_5
361593,PAVILION                 ,2105,4365 GLENCOE AVE                        ,MARINA DEL REY      ,CA,90292,26710900000,STICKY RAISIN CINNAMON ROLL,ISB BREAKFAST BAKED GOODS,1,756,6,PAVILION_2105_6
130461,PAVILION                 ,2105,4365 GLENCOE AVE                        ,MARINA DEL REY      ,CA,90292,68032400009,GARDELS CHIMICHURRI AIOLI HABANERO,SPECIALTY SAUCES,1,756,6,PAVILION_2105_6
322175,PAVILION                 ,2105,4365 GLENCOE AVE                        ,MARINA DEL REY      ,CA,90292,85816800513,THREE WEAVERS DEEP ROOTS ESB  BTL,BEER,1,756,6,PAVILION_2105_6
191843,PAVILION                 ,2105,4365 GLENCOE AVE                        ,MARINA DEL REY      ,CA,90292,85816800512,THREE WEAVERS SEAFARER KOLSCH  BTL,BEER,1,756,6,PAVILION_2105_6
242799,PAVILION                 ,2105,4365 GLENCOE AVE                        ,MARINA DEL REY      ,CA,90292,71138130740,STNWALL BUTTRNUT SQSH RISOT MX,RICE SIDE DISHES,1,756,6,PAVILION_2105_6
722654,PAVILION                 ,2105,4365 GLENCOE AVE                        ,MARINA DEL REY      ,CA,90292,79323251602,RUSTICHELLA BALSMC VNGR SILVER,VINEGAR & COOKING WINE,1,756,6,PAVILION_2105_6
391196,PAVILION                 ,2105,4365 GLENCOE AVE                        ,MARINA DEL REY      ,CA,90292,79938000022,RENAISSANCE ELEPHANT EAR,ISB DESSERTS,2,756,6,PAVILION_2105_6
139324,SAFEWAY                  ,249,650 ELM STREET                          ,PAGE                ,AZ,86040,20560100000,OPN NAT MUTTON,LAMB,1,775,7,SAFEWAY_249_7
920469,SAFEWAY                  ,249,650 ELM STREET                          ,PAGE                ,AZ,86040,20560500000,MUTTON ACHEE BAG,LAMB,1,775,7,SAFEWAY_249_7
755099,SAFEWAY                  ,249,650 ELM STREET                          ,PAGE                ,AZ,86040,3382807516,LAKESIDE FOODS GOLDEN CORN WHOLE KERNAL,"#10 VEGETABLES, TOMATOES/TOMATO SAUCE >= 80 OZ",3,775,7,SAFEWAY_249_7
234463,SAFEWAY                  ,249,650 ELM STREET                          ,PAGE                ,AZ,86040,4900007223,SPRITE CHERRY ZERO,CARBONATED SOFT DRINKS,4,775,7,SAFEWAY_249_7
984310,SAFEWAY                  ,249,650 ELM STREET                          ,PAGE                ,AZ,86040,22271200000,MUFFIN SINGLE SERVE BANANA NUT,ISB BREAKFAST BAKED GOODS,5,775,7,SAFEWAY_249_7
97631,SAFEWAY                  ,249,650 ELM STREET                          ,PAGE                ,AZ,86040,7218530750,ANCHOVIES FROZEN,FROZEN SEAFOOD  (RETAIL PACK),6,775,7,SAFEWAY_249_7
663197,SAFEWAY                  ,249,650 ELM STREET                          ,PAGE                ,AZ,86040,89504000232,MUDSHARK SEASONAL  CAN,BEER,6,775,7,SAFEWAY_249_7
1005556,PAVILION                 ,2210,26022 MARGUERITE PARKWAY                ,MISSION VIEJO       ,CA,92692,71138133127,STONEWALL KITCHEN SOAP HAND HOLIDAYS,LIQUID HAND SOAP SKIN CARE,1,778,8,PAVILION_2210_8
498168,PAVILION                 ,2210,26022 MARGUERITE PARKWAY                ,MISSION VIEJO       ,CA,92692,81491001232,TEAPIGS MATCHA GRN TEA GRPFRT,READY TO DRINK TEA AND COFFEE,1,778,8,PAVILION_2210_8
958178,PAVILION                 ,2210,26022 MARGUERITE PARKWAY                ,MISSION VIEJO       ,CA,92692,71138133130,STONEWALL KITCHEN HOME FOR SOY HLDY,CANDLES HOME DECOR,1,778,8,PAVILION_2210_8
817031,PAVILION                 ,2210,26022 MARGUERITE PARKWAY                ,MISSION VIEJO       ,CA,92692,69685900202,CIELO WINEYARDS NAPA CAB,TABLE WINE,1,778,8,PAVILION_2210_8
647171,PAVILION                 ,2210,26022 MARGUERITE PARKWAY                ,MISSION VIEJO       ,CA,92692,73459922005,DOMAINE OTT LES DOMANIERS ROSE,TABLE WINE,1,778,8,PAVILION_2210_8
589625,PAVILION                 ,2210,26022 MARGUERITE PARKWAY                ,MISSION VIEJO       ,CA,92692,86066600012,CYPHER PEASANT GSM RED BLEND,TABLE WINE,1,778,8,PAVILION_2210_8
998333,PAVILION                 ,2210,26022 MARGUERITE PARKWAY                ,MISSION VIEJO       ,CA,92692,85971800529,CORONADO EASY UP PALE ALE  CAN,BEER,2,778,8,PAVILION_2210_8
792239,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7537016006,CONCHITA GREAT NORTHERN BEANS,HISPANIC FOODS MEAL INGREDIENTS,1,1450,9,SAFEWAY_4319_9
854223,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,9933600505,EL SEMBRADOR GARBANZO BEANS CANNED,CENTRAL/SOUTH AMERICAN FOODS,1,1450,9,SAFEWAY_4319_9
510930,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566912111,IBERIA INSTANT OATS,CARIBBEAN SPECIALTY FOODS,1,1450,9,SAFEWAY_4319_9
510445,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566911111,IBERIA OVAL SARDINES IN HOT SAUCE,CARIBBEAN SPECIALTY FOODS,1,1450,9,SAFEWAY_4319_9
854385,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,9933600378,EL SEMBRADOR BLACK REFRIED BEANS,HISPANIC FOODS MEAL INGREDIENTS,1,1450,9,SAFEWAY_4319_9
501949,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,76006412435,BRAZO GITANO-GUAVA JELLY ROLL,ISB SNACKS,1,1450,9,SAFEWAY_4319_9
854491,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,1877565819,MOUNTAIN PEAK GINGER TEA W/SUGAR,CARIBBEAN SPECIALTY FOODS,1,1450,9,SAFEWAY_4319_9
68102,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566911055,IBERIA PARBOILED BROWN RICE,CARIBBEAN SPECIALTY FOODS,1,1450,10,SAFEWAY_4319_10
86362,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,9933600439,EL SEMBRADOR ITALIAN DRESSING,MISCELLANEOUS HISPANIC FOODS,1,1450,10,SAFEWAY_4319_10
365457,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7537000578,CONCHITA VEGETABLE OIL,HISPANIC FOODS MEAL INGREDIENTS,1,1450,10,SAFEWAY_4319_10
560126,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,4133101234,GOYA CORN OIL,MISCELLANEOUS HISPANIC FOODS,1,1450,10,SAFEWAY_4319_10
168305,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,9933600563,EL SEMBRADOR GREEN SPLIT PEAS DRY,CENTRAL/SOUTH AMERICAN FOODS,1,1450,10,SAFEWAY_4319_10
910460,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,9933600269,EL QUESERO GOUDA WEDGE,MISCELLANEOUS HISPANIC FOODS,1,1450,10,SAFEWAY_4319_10
450960,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,76006412401,MASA REAL-GUAVA LAYER SHRTCAKE,ISB SNACKS,1,1450,10,SAFEWAY_4319_10
952888,SAFEWAY                  ,1502,1701 SANTA RITA RD                      ,PLEASANTON          ,CA,94566,63777671389,PROYECTO DIAZ COFFEE OCOTEPEQUE HONDURAS,PREPACKAGED COFFEE/HOT,1,763,11,SAFEWAY_1502_11
836832,SAFEWAY                  ,1502,1701 SANTA RITA RD                      ,PLEASANTON          ,CA,94566,68335300036,RIOS LOVELL MERLOT,TABLE WINE,2,763,11,SAFEWAY_1502_11
722307,SAFEWAY                  ,1502,1701 SANTA RITA RD                      ,PLEASANTON          ,CA,94566,22090900000,ROLLS KAISER POPPY SEED ROLLS MINI 10 CT,ISB ROLLS,2,763,11,SAFEWAY_1502_11
230939,SAFEWAY                  ,1502,1701 SANTA RITA RD                      ,PLEASANTON          ,CA,94566,6327350000,LA GALLINELLA  INSTANT POLENTA - VACUUM,CORN MEAL,2,763,11,SAFEWAY_1502_11
861433,SAFEWAY                  ,1502,1701 SANTA RITA RD                      ,PLEASANTON          ,CA,94566,81989901783,MINIONS TOTE BAG LARGE BANANA BUNCH LOVE,BAGS,3,763,11,SAFEWAY_1502_11
248604,SAFEWAY                  ,1502,1701 SANTA RITA RD                      ,PLEASANTON          ,CA,94566,68335300006,RIOS LOVELL PETITE SIRAH,TABLE WINE,3,763,11,SAFEWAY_1502_11
745733,SAFEWAY                  ,1502,1701 SANTA RITA RD                      ,PLEASANTON          ,CA,94566,66605800110,EMILIA POTATO MINI GNOCCHI GNOCCHETTI,DRY PASTA & NOODLES,3,763,11,SAFEWAY_1502_11
498272,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7537000594,CONCHITA APPLE CIDER VINEGAR,HISPANIC FOODS MEAL INGREDIENTS,1,1450,12,SAFEWAY_4319_12
317540,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,8379505439,P.O. CALAMARES SALSA AMER4-1/1,CENTRAL/SOUTH AMERICAN FOODS,1,1450,12,SAFEWAY_4319_12
330897,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,20725200000,CH BEEF BOTTOM RND RST VPC,SERVICE MEAT,1,1450,12,SAFEWAY_4319_12
335918,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7537000521,CONCHITA STUFFED QUEEN OLIVES,HISPANIC FOODS MEAL INGREDIENTS,1,1450,12,SAFEWAY_4319_12
340253,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566910198,IBERIA PINTO BEANS WS,CANNED INGREDIENT BEANS,1,1450,12,SAFEWAY_4319_12
957342,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,4133102191,LENTIL DRY SOUP,CENTRAL/SOUTH AMERICAN FOODS,1,1450,12,SAFEWAY_4319_12
956932,SAFEWAY                  ,4319,950 NORTHEAST COMMERCIAL BLVD           ,OAKLAND PARK        ,FL,33334,7566912163,IBERIA BROWN JASMINE RICE,CARIBBEAN SPECIALTY FOODS,1,1450,12,SAFEWAY_4319_12
864151,SAFEWAY                  ,2708,2227 S SHORE CENTER                     ,ALAMEDA             ,CA,94501,89960100253,ROCK WALL SPARKLING GRENACHE ROSE,SPARKLING WINE,1,926,13,SAFEWAY_2708_13
932265,SAFEWAY                  ,2708,2227 S SHORE CENTER                     ,ALAMEDA             ,CA,94501,63817023100,PROYECTO DIAZ COFF ESENCIA BLND/ESPRESSO,PREPACKAGED COFFEE/HOT,1,926,13,SAFEWAY_2708_13
142013,SAFEWAY                  ,2708,2227 S SHORE CENTER                     ,ALAMEDA             ,CA,94501,86769000007,YES CACAO KRMA MEL BTNCL CHCLT CN,INSTANT CONSUMABLE CANDY/GUM/MINTS (FRONT END),1,926,13,SAFEWAY_2708_13
497133,SAFEWAY                  ,2708,2227 S SHORE CENTER                     ,ALAMEDA             ,CA,94501,89960100203,ROCK WALL TANNAT,TABLE WINE,1,926,13,SAFEWAY_2708_13
905548,SAFEWAY                  ,2708,2227 S SHORE CENTER                     ,ALAMEDA             ,CA,94501,28123000000,CHICKEN KABOB W/VEG KY BRBN MRND,SERVICE MEAT,1,926,13,SAFEWAY_2708_13
570981,SAFEWAY                  ,2708,2227 S SHORE CENTER                     ,ALAMEDA             ,CA,94501,89960100250,ROCK WALL SUPER ALAMEDAN,TABLE WINE,1,926,13,SAFEWAY_2708_13
579296,SAFEWAY                  ,2708,2227 S SHORE CENTER                     ,ALAMEDA             ,CA,94501,5233691465,TRENDSFORMER PI,PERFORMANCE DAILY HAIR CARE,1,926,13,SAFEWAY_2708_13
193778,ALBERTSONS               ,1347,775 S TUCKER ROAD                       ,TEHACHAPI           ,CA,93561,948502000,PAPPYS CH SSNG RUB PRIME RIB,SAUCES AND MARINADES,1,721,14,ALBERTSONS_1347_14
909698,ALBERTSONS               ,1347,775 S TUCKER ROAD                       ,TEHACHAPI           ,CA,93561,83380800009,LENGTHWISE CITRA CENT  BTL,BEER,1,721,14,ALBERTSONS_1347_14
93977,ALBERTSONS               ,1347,775 S TUCKER ROAD                       ,TEHACHAPI           ,CA,93561,4023201261,TIOGA-SEQUOIA DOUBLE DRY HOPPED  BTL,BEER,1,721,14,ALBERTSONS_1347_14
200857,ALBERTSONS               ,1347,775 S TUCKER ROAD                       ,TEHACHAPI           ,CA,93561,83380800007,LENGTHWISE ZEUS IMPERIAL ALE  BTL,BEER,1,721,14,ALBERTSONS_1347_14
968268,ALBERTSONS               ,1347,775 S TUCKER ROAD                       ,TEHACHAPI           ,CA,93561,83380800010,LENGTHWISE WIDTHWISE DBL IPA BTL,BEER,1,721,14,ALBERTSONS_1347_14
221700,ALBERTSONS               ,1347,775 S TUCKER ROAD                       ,TEHACHAPI           ,CA,93561,71483400483,INDIAN WELLS WHISKEY BARREL BREW  BTL,BEER,1,721,14,ALBERTSONS_1347_14
226169,ALBERTSONS               ,1347,775 S TUCKER ROAD                       ,TEHACHAPI           ,CA,93561,22347100000,CAKE PINK CHAMPAGNE CHOC 2LYR,ISB DESSERTS,1,721,14,ALBERTSONS_1347_14
977057,SAFEWAY                  ,3031,85 WESTLAKE MALL                        ,DALY CITY           ,CA,94015,9016300847,PORK BARBEQUE SKEWERED SSND,FROZEN MEAT,1,958,15,SAFEWAY_3031_15
988178,SAFEWAY                  ,3031,85 WESTLAKE MALL                        ,DALY CITY           ,CA,94015,9016388772,MARTINS SAUSAGE CHICKEN HAMONADO CKD SMK,DINNER SAUSAGE,1,958,15,SAFEWAY_3031_15
655736,SAFEWAY                  ,3031,85 WESTLAKE MALL                        ,DALY CITY           ,CA,94015,1115245415,MYOJO MISO RAMEN,ALL OTHER FROZEN PREPARED FOODS,1,958,15,SAFEWAY_3031_15
42252,SAFEWAY                  ,3031,85 WESTLAKE MALL                        ,DALY CITY           ,CA,94015,20564300000,TURKEY TAILS SMKD 6PK 6D,VARIETY MEATS,1,958,15,SAFEWAY_3031_15
680525,SAFEWAY                  ,3031,85 WESTLAKE MALL                        ,DALY CITY           ,CA,94015,85745100035,MEGA SARDINES AFRITADA,ASIAN FOODS,1,958,15,SAFEWAY_3031_15
629970,SAFEWAY                  ,3031,85 WESTLAKE MALL                        ,DALY CITY           ,CA,94015,74873200029,PRIMAVERA TAMALES ZUCCHINI NON-DAIRY,SELF SERVICE PREPARED FOODS,1,958,15,SAFEWAY_3031_15
528172,SAFEWAY                  ,3031,85 WESTLAKE MALL                        ,DALY CITY           ,CA,94015,2970002022,IDAHOAN FULLY LOADED NACHO CHEESE MASHED,INSTANT POTATOES,1,958,15,SAFEWAY_3031_15
165967,PAVILIONS                ,2412,3901 PORTOLA PARKWAY                    ,IRVINE              ,CA,92602,67336763514,MIZUHO RAMUNE DRINK- MANGO,ASIAN FOODS,1,712,16,PAVILIONS_2412_16
891118,PAVILIONS                ,2412,3901 PORTOLA PARKWAY                    ,IRVINE              ,CA,92602,82699807050,TIN CAYENNE PEPPER GROUND,PREMIUM HERBS & SPICES,1,712,16,PAVILIONS_2412_16
895247,PAVILIONS                ,2412,3901 PORTOLA PARKWAY                    ,IRVINE              ,CA,92602,76092145912,POPCORN KETTLE HATCH CHILE,DRIED PRODUCE,1,712,16,PAVILIONS_2412_16
228290,PAVILIONS                ,2412,3901 PORTOLA PARKWAY                    ,IRVINE              ,CA,92602,85673600220,BEAU JOIE BRUT ROSE SPECIAL CUVEE,SPARKLING WINE,2,712,16,PAVILIONS_2412_16
734028,PAVILIONS                ,2412,3901 PORTOLA PARKWAY                    ,IRVINE              ,CA,92602,7647944812,GIULIANOS OLIVES DRAGON TAIL STUFFED,DELI SPECIALTY MISC ITEMS,2,712,16,PAVILIONS_2412_16
290504,PAVILIONS                ,2412,3901 PORTOLA PARKWAY                    ,IRVINE              ,CA,92602,85190900525,BARLEY FORGE BREWING THE PATSY RYE  BTL,BEER,2,712,16,PAVILIONS_2412_16
964787,PAVILIONS                ,2412,3901 PORTOLA PARKWAY                    ,IRVINE              ,CA,92602,85740700205,PAHLMEYER JAYSON CHARDONNAY,TABLE WINE,2,712,16,PAVILIONS_2412_16
667455,SAFEWAY                  ,1142,12519 N E 85TH ST                       ,KIRKLAND            ,WA,98033,48450043601,POTATOES PURPLE,ORGANIC VEGETABLES,1,1218,17,SAFEWAY_1142_17
740621,SAFEWAY                  ,1142,12519 N E 85TH ST                       ,KIRKLAND            ,WA,98033,28132800000,CHICKEN CUT WING FR SSND,SERVICE MEAT,1,1218,17,SAFEWAY_1142_17
129835,SAFEWAY                  ,1142,12519 N E 85TH ST                       ,KIRKLAND            ,WA,98033,89712700050,DR MIRACLE TOUCH UP RELAXER SUPER,ETHNIC HAIR CARE,1,1218,17,SAFEWAY_1142_17
837617,SAFEWAY                  ,1142,12519 N E 85TH ST                       ,KIRKLAND            ,WA,98033,22008600000,MUFFINS JUMBO DBL CHOC CHIP 4 CT,ISB BREAKFAST BAKED GOODS,2,1218,17,SAFEWAY_1142_17
610581,SAFEWAY                  ,1142,12519 N E 85TH ST                       ,KIRKLAND            ,WA,98033,23535700000,COD BLACK FILLETS FRESH SKIN-ON,SERVICE SEAFOOD,2,1218,17,SAFEWAY_1142_17
